class,fire_angle,init_veloc,alcance,alt_max,veloc,rcsmed,rcsMSD,beta
ML,54.00526497386001,130.7384551813151,1334.1486144663536,506.06273623797364,66.382255887835,-29.497489164560342,11.436110385556816,2739.801739504733
ML,54.29122163642862,132.7440759299552,1150.7766155283866,506.55715394185023,60.058304891110595,-28.78598692100321,15.014538697859063,1250.0195024750617
ML,58.29920050276654,138.322862675856,1126.4036362627462,549.7272328877239,53.371238927623345,-29.572300291939833,2.6151814023616815,950.960817200596
ML,60.226780907294405,137.94411411856936,1080.7160717658608,586.9128577661205,50.18860607123241,-28.30991649280287,11.232565518099634,1319.7674970678372
ML,60.79572966506885,151.3758178940885,733.3811544842057,592.9828593748413,44.62440875366604,-29.4071310187579,15.755731332911424,245.6331364389987
ML,67.78959521661754,134.59190176807456,899.6007107624143,655.6077518834114,42.960961377343594,-31.760636547969387,15.282455425257623,1590.2958384697324
ML,63.13032686384486,154.80370942289343,909.1582628222707,680.281617078481,40.47512749893534,-17.97313086934863,0.6627954142298513,846.5176642991645
ML,69.34398283247083,135.4600832750732,879.6423018609474,671.6592430266652,39.1066757220883,-19.411886973549386,2.3780306039746577,2109.552444255743
ML,63.174991385577705,137.12359805486975,1066.3215769070198,638.399125616235,48.63061555073958,-31.10664460146598,17.884349034038006,1494.4203120151976
ML,71.99359889879788,155.49525549849298,606.049926666242,663.5440807149869,26.357397961438853,-17.374513825580333,0.4096647114993637,778.3499168893571
ML,75.28318331882201,146.99376323625225,489.48356513820204,696.5314836325517,26.665943953059482,-23.230795460316475,2.8795805051608028,991.5228608334713
ML,73.75595240152647,136.61919593614644,713.3288294631292,724.2393186471647,31.437240795295462,-32.10594303111733,20.0873762638798,1600.6153543152282
ML,77.47474760519928,148.93214202622383,421.5275836366148,693.9268070430688,28.133851965005654,-31.371472862144334,21.082636823731384,290.00371722054103
ML,79.88328536412865,134.04528997034834,460.44404816192315,722.4687996380517,20.335952118623098,-31.30444091967099,21.74262272295135,2060.169706027673
ML,45.20957676469767,161.17184893670404,1671.8034652908373,565.1765310558244,84.32465751601453,-33.360574118817475,16.994743254951267,1348.7105641571175
ML,83.6903856240257,137.68076456046785,279.47067113375533,741.6855426600279,20.076997112084495,-23.85512275053165,19.787101039296257,1537.5604833872062
ML,81.97123988070807,150.42823909233724,345.93112537218565,758.4826024775325,30.596521982155615,-30.113689353057588,21.54400698325206,241.79560995899718
ML,51.434210041386734,162.84531295018144,1702.6534847344049,666.6908168395169,79.92515180495266,-32.14936225480583,17.95294873580366,1682.7530102815367
ML,48.58899332944959,156.67096174236445,1845.3655559692647,620.2691510294255,83.98301079453618,-39.241471390957585,12.467769211915957,3692.7104592609103
ML,49.19890195000838,162.51259602150964,1783.9947417141047,635.3215568153599,80.76260025079878,-30.352842364978915,5.148765718344915,1543.7245340319073
ML,53.88469489361785,163.51862990590092,1493.596098106208,682.6742868578782,69.38276024776982,-31.029744215588323,16.1130274170057,959.9058708977151
ML,53.744998039671934,160.883149338625,1751.2911342965792,692.1358086656618,74.5214623610699,-31.714347231249484,17.97637328757944,2179.4218174583693
ML,57.89818091980886,165.31146127909562,1569.4800880952314,745.6197938779334,71.2566138247515,-32.61563686568845,11.563389743571204,1695.688625487409
ML,59.00233566803567,165.96888074822394,1554.8461761452904,769.642740460142,66.67148841317017,-34.63068158485803,19.125892477665058,1643.169655502509
ML,61.562077113185296,165.38126144122003,1452.2608678399688,808.4171907673023,60.32595304887936,-32.08464530817223,17.492976140628897,1537.6018135862419
ML,64.14298739672702,161.3099236565485,1343.4895734303532,859.9784101227617,51.50830990581098,-23.41960130496028,1.1487487705005357,1993.074417632877
ML,65.4837954750913,161.8649422724478,1392.246409775562,893.6525838313559,52.837810794774356,-30.453020538768293,17.932096219556232,2133.314637276295
ML,67.96977802207363,160.16819526537154,1286.5362107410979,911.623977381837,49.91324218792773,-31.123878432983645,21.9069208698653,2472.853124899855
ML,77.758488626793,163.90978152157803,737.3086103883857,924.1433737779543,39.090840556948585,-19.54645981679402,2.050779738619461,1730.6497268566018
ML,75.2632408754718,165.17658863817041,864.9404970160409,944.3707555275399,40.955731141393834,-23.561779878150723,1.7456068586113922,1709.458127478545
ML,79.54053048946226,166.24745828254825,613.8644550885889,963.5516014812245,39.98343707342413,-17.480337209732987,0.23784690691568855,1601.9004757803314
ML,71.68476691832488,165.77646149996323,1032.3982274693744,950.7377472222374,44.33223372936551,-35.24995610322757,15.263929506901619,1083.6537357964378
ML,69.67730014900752,171.3946787087128,1034.5322188461687,949.3051897932921,49.11405726632844,-19.622501710136635,0.7926882410337228,1024.2999777825846
ML,73.89213478475025,201.82603741601102,668.4036754375159,1010.415982469732,54.00189770490019,-23.240341722072543,1.2806080708219199,179.36249304134338
ML,84.00112599688622,162.6083286117308,358.9539342416233,994.8900029285877,14.119657502755377,-30.95084435114568,23.240282250609912,1700.510176687288
ML,46.267110472415965,185.98846502529136,2340.4468030944795,750.4653086153842,94.20407738362826,-31.539967290210576,3.856965333815964,2314.876264375459
ML,82.2347658305705,158.59733207700899,481.2223137905737,1052.8073194920353,37.61870691105505,-33.772006964776416,21.474975790473568,2619.828111976214
ML,47.5949445462564,185.90938140992347,2361.4278581811595,786.3959875760967,93.04769502584695,-25.63424845708743,2.147183660479307,2417.805642901092
ML,53.541299959755946,192.93164293384584,1900.424949443458,881.9712699373559,72.8685059417813,-28.207932977332916,7.625233822984757,1280.313803587801
ML,48.728516688534455,192.83124881754924,2301.2869356507267,851.9252054991678,87.790171323473,-28.770268248622735,1.134114033358692,1993.8482815185987
ML,51.83398702885932,185.0558592874997,2335.4564649967347,882.2863551330041,88.99728974947801,-27.643832396976357,2.0647936487069956,2692.4735248452344
ML,57.913328291409194,191.365435581456,1906.9236188587888,984.4441632672061,68.57747327603099,-28.2962321575287,14.482549587035638,1653.0585727274326
ML,55.85600823280843,189.2808367843835,2070.7853149188677,986.6120689738658,76.53777733818103,-31.554213783198556,7.9129218772124155,1427.6269044946052
ML,59.80364772745484,185.4022638231502,2045.0093806329517,1062.0607714696766,72.67138408449507,-30.846894493629257,8.261203527403946,2480.7111009679056
ML,61.40732287969717,193.23620547596073,1859.9131598526508,1099.389789266142,67.38395159637999,-26.079596394555544,0.8110708794766488,1486.7718148397935
ML,67.96682972104936,189.7118216745961,1602.0261557941183,1159.296249388254,62.038048004392465,-31.44166336550445,14.678633420016272,2332.5662462209602
ML,63.77094836207676,185.42433337018412,1891.7101614652188,1110.0230101592988,63.12691498229375,-27.89721765491988,13.717315225885102,2593.3778512508384
ML,65.45448756294134,190.2054602263638,1741.524945871214,1155.703727135879,57.94997709851011,-26.969716515013157,6.38432369644886,1837.9963747097643
ML,69.8635561875229,183.2461227937229,1566.5157806078512,1203.4765069115235,54.7522091075499,-28.44587576615022,13.946835916003188,3441.9971820408628
ML,71.56911969958404,207.79545557820936,1097.034305091166,1244.3424762105049,35.141375609818695,-23.533472684207247,2.0646165885214565,1104.1390449673029
ML,73.444846344808,196.27069492474553,1210.8627701180326,1300.784479978113,56.91456369153459,-29.943903423688777,16.121319127181945,791.7096615988693
ML,80.61406109825371,208.90308453311974,749.259661776237,1329.9078770304404,27.37936946295983,-19.216470449775052,3.3416475746322583,1209.9638027217652
ML,47.44067181454506,213.3154247015527,2835.479423241474,935.7009841895514,108.6125521133211,-26.44690762783166,4.4599449395789,2190.3086706550225
ML,75.66256886194658,193.44516077504903,1066.90517879112,1303.0144296836138,52.47174228106599,-34.25841972262314,18.96451019453588,985.1660849072606
ML,79.92899435567128,184.92837930473613,840.7715743829993,1358.7213380848457,31.218377475841365,-28.764105489159,14.995070612816992,2978.663493699861
ML,77.57505295955679,201.26489316533082,843.0418702255998,1378.68869554155,61.53696848613619,-29.741393588001888,22.124436436097866,463.80161655941
ML,45.275330536998496,221.24281559098975,2632.344197122071,931.5948064623265,91.19465340524062,-35.349067145618235,1.5191672403849878,1117.2460991512548
ML,83.69722468902137,200.65260867650315,496.47206131722146,1388.9394658213528,15.012968437750182,-30.55122545167415,22.967767110003873,1487.9959099206887
ML,49.51106724152819,212.4786510381509,2871.2443912650097,1074.7659879620169,100.8155594708305,-28.7314657399049,2.7976754830197272,2266.1010050756213
ML,51.52996760099822,209.8133170101859,2907.0943099306037,1106.9947841855746,98.18912006021857,-41.2268275256199,15.957056152287318,3138.9028356328085
ML,53.74492934602614,212.93995202454587,2800.7436423044055,1175.180171923308,91.5527616961802,-28.897066483358095,4.645977521099592,2312.4895793851133
ML,55.28429123423297,226.7499363696764,2455.9174351312117,1227.8327280576666,78.534290835614,-26.963886822845108,4.561108487984807,1221.5245990897176
ML,64.27657482705214,220.21365385459416,2118.8037755756277,1351.3154689221556,84.25018182980133,-23.23026493326499,1.0168078797739213,2208.4038986407013
ML,61.35322680986092,218.5831814936244,2401.2596311237394,1389.8424415861375,71.67533845496303,-18.53274137635375,0.1324790483778422,2115.7322808945437
ML,57.77967156740301,217.63256893990012,2451.1353750311796,1308.4297515355397,84.63911244605704,-34.46253681107969,14.365621852796036,1144.2706397493862
ML,59.855530171392424,216.23220483836639,2344.270861574468,1308.4213744782346,76.50989714680095,-40.18136375143538,12.030756623876933,1419.4637555356053
ML,72.28888343066325,243.10081580508572,1131.0413504276803,1425.1375319938445,39.14399637063046,-24.00854381559204,5.85746021044454,612.4209885700523
ML,65.70941169451156,214.41891723647907,2169.8070674818287,1482.7927282455728,64.26495184319616,-25.06003043423555,4.636343077360348,2318.026555389596
ML,67.58092117439567,215.4702973185205,1976.1864588192789,1492.754513187239,58.79785129193433,-33.94068687980188,16.808959246265506,1834.7862084472968
ML,78.45325624922346,230.47216391231078,975.5146574968642,1563.7431427646313,37.02974212933946,-30.19086748093166,12.670706799473859,1526.1898783837366
ML,73.51852076557942,217.50055290799122,1562.9509289590533,1623.763910834006,49.122276212566184,-30.19566998401633,4.09473254206549,1784.9329450980536
ML,75.7220623209156,225.26302779173565,1280.0225899088962,1633.3113214649834,71.72208780187763,-30.689611778681638,14.475164213958777,778.6769036029282
ML,79.6217754575593,231.13493814738717,807.5788991898378,1702.89841497876,67.81736490637616,-17.868919062915186,1.345535067901043,874.6769696055081
ML,45.942451579390095,231.3260733288788,3711.5241722168835,1120.5841090541896,126.35807403472425,-27.045129503343993,4.244475200932509,4539.945368178537
ML,48.221182324557816,240.63745876376842,3400.122140144424,1234.481064008606,111.11143555546604,-31.536134353744945,12.670323341841652,2550.14969577807
ML,81.92363843370867,212.45071055820011,848.7412173146697,1717.8489002219123,23.415479974629203,-29.59062046270758,22.066789260264162,2818.0344262010794
ML,54.917779472093244,239.9657566623733,3002.4268793819133,1282.94249892953,116.15786670917761,-27.090379770668125,13.593057402088434,2290.536984747798
ML,52.03916476392031,234.16975492953873,3541.8558183690884,1352.7062604652422,106.67556180201238,-28.909794060099806,5.880261856128861,4473.588190705073
ML,49.728847002624526,237.88926279560332,3483.0039749137172,1289.1251545661914,115.59544727903697,-28.782960056696503,4.508791019098826,2281.184374490779
ML,57.43116303156855,240.75661565699772,3103.826596647659,1464.402738815535,113.30392983919198,-33.97113199421143,19.18194894810335,2616.0355831779007
ML,54.0106198925559,233.29552565247664,3519.2563278766606,1418.1333868036666,105.61594695296553,-33.41339818867671,12.185452766365753,5092.917526867114
ML,73.84765622252681,373.14168025473083,363.13205351695836,1720.5564739856238,13.343028176090822,-17.67802655017674,0.8951154096347089,135.25500962384655
ML,59.869248910651116,237.40258341743234,3026.255702020857,1634.9187276137582,84.52377413295203,-31.035464730883707,11.573583687607456,2603.845673093027
ML,63.53271823995455,237.59335056287836,2748.2819707973217,1632.2353757828985,96.90041517677862,-32.262336974253586,22.119122830293087,2952.654283947318
ML,65.7672967254072,243.7680998511764,2481.8251223403663,1668.482766204729,105.09956633621181,-35.67987280300402,14.897891664893447,2443.9576512360227
ML,67.85702381497896,237.45743929450956,2494.4083636614455,1759.9402726572891,114.90526514287805,-28.587374312023638,15.16599737789685,3424.5737825671085
ML,61.63541105339569,240.65196629699048,2875.0627989777263,1695.1704120652619,104.12308282857019,-32.1806283985171,17.588845922351354,1183.4230471136711
ML,75.66772969811737,272.35622945022527,1181.107046813287,1528.326543858964,71.34274471891445,-23.703034750284672,1.3286972569399218,1143.083298881977
ML,78.13442872327343,303.0421848899644,882.7316712142938,1815.6355731018393,46.31619872278932,-30.339555133100028,12.849994461314338,145.27217803821713
ML,84.4589454936933,243.8694443376286,653.7253417331752,1682.9948191090205,75.12934851664623,-17.96037240952092,0.365040920755181,1976.5707757038376
ML,49.92983015355069,256.5550763866307,4248.555224442563,1494.9089383720404,142.999208638511,-32.87107679216827,21.266204016359822,4113.605841301709
ML,73.75377192180918,239.66200185366526,1891.571120494481,1970.6802497469826,89.91906454807351,-31.297090995784725,21.99081043778373,1457.104677995339
ML,79.80788475115936,254.60551249092586,1128.863070646811,2080.760686254047,33.402067604745824,-35.07877010867976,22.103398945666516,1243.6432250798161
ML,46.05213337145497,258.56499858911684,4398.086376064266,1355.8719396436488,132.0015199260608,-35.50271944443837,5.573733819647359,3770.5860400511983
ML,50.75512274873033,313.84414085087496,2214.489230984165,1323.6358625806356,96.95995128576853,-19.893104442640468,1.4647723781493056,930.8710537216127
ML,47.872595569596875,261.84306234456966,4228.781948316152,1441.0421960187573,123.34382252701715,-29.656074870690567,2.6050279145073674,3517.6907238915896
ML,81.5530828215104,262.73324870094797,880.0656719079536,2115.4156589047957,91.634308167247,-29.964028522945814,13.355065845772554,360.6514929545149
ML,53.95097145791059,269.1141377635753,3693.6598584003814,1720.1327585776096,99.25384681030337,-26.67923023943713,1.0472517120091673,1900.7116767154748
ML,55.524025831453045,302.8320043589206,2533.9610664674765,1680.308386670213,68.3884279808104,-20.22509805661783,0.06717034485918205,284.9675369295509
ML,59.745083335714874,271.12164894337786,3243.32319309661,1740.7765323729398,110.28985893396597,-36.428214526285984,17.005598760334333,2193.8863673805567
ML,64.65664921560924,284.4265350314777,2258.466319126537,1659.7297230568915,103.69205261763403,-20.180417408575096,1.542039036209939,1155.2181668427256
ML,69.74748635807799,267.3373822022501,2677.04184344015,2180.5369703124666,99.19573586366354,-29.70149102975534,15.224773804851285,3165.5901379188335
ML,65.9397757496775,271.64714745275126,2733.7874753390483,2055.658199461739,69.52155035809909,-29.323988189576852,14.12303211917089,1577.046425804705
ML,57.5808942587959,263.99068918319784,3658.8364531524594,1853.1874757689427,120.42003620012974,-29.745012137622712,13.695524404969756,1681.7965536512
MM,41.52247464581622,76.23260491779104,568.2989188725445,185.45738862479917,53.763623836278626,-27.044192046327876,8.623695513892926,847.0532558117704
MM,45.79219351986625,83.70507751634247,590.4283719085254,181.46506812856293,62.031134156495185,-26.028614777052795,6.2338854824607175,1204.342731045833
ML,73.6515668385084,274.63031506424386,2130.380376601087,2352.640581046321,83.71926602253573,-31.252303866312808,17.905450269875587,1081.8634403952458
ML,84.06332920458814,364.8875228436129,370.2959221187473,1834.1015747647398,42.151440783772365,-17.464811265042414,0.0772518261287587,295.7080287160433
MM,48.36994201901115,83.90701671834742,588.2838884994524,194.1395949211827,56.64816439991023,-27.828622604268308,17.99402047896671,1171.7382837488685
MM,51.06670032895687,83.74445037523822,586.7552289921358,217.5700857572504,51.06266839904403,-27.329573725494843,7.019402326071866,1099.7029317651147
MM,50.77047118326587,78.68832260537513,588.3694669193213,240.58261395143745,47.77765075148938,-25.379555699706536,5.163155960975633,1065.1766300260488
ML,77.78606070562896,278.84156521279743,1596.7533916816658,2440.1649089554217,49.230207298250015,-30.066611397423124,14.436146251202413,1196.3826624510662
ML,75.4642187789186,275.04005984456023,1920.334466222383,2388.627639276817,87.54237359404014,-26.793818666183665,13.94695900318926,1163.1145551991942
MM,55.79231516380573,83.7218214712503,521.4940334005735,260.09617227993874,40.57392082763209,-27.251694701237856,2.67987480169473,838.5098396507017
MM,58.86324557157388,82.03383785761375,493.5457822896781,248.1012680661225,42.47964872980969,-30.303108044600634,12.989036971249043,1159.6621529171632
MM,58.58586787872575,85.8156324149002,497.14091243592776,263.09885660009735,40.84939505322322,-31.583925002916562,7.778695342402063,903.1352172800841
MM,61.45804686594444,82.58936467099245,474.25831840680814,263.09480589302376,38.120123191920335,-14.783601996138042,0.03701846042494772,1291.9138165543275
MM,63.89913663069672,86.91600469730517,450.18258366345555,290.03655818390683,36.16892063028974,-20.22960172930024,0.3911769163223795,900.786086131312
MM,64.62589180440985,83.93370392947212,428.69983121940766,293.6258837526448,33.62804707245535,-27.487419372018106,21.536599046263316,490.1091664029278
MM,67.10028039142226,89.69876582746501,341.83878281450615,320.34147646966835,40.83166046814007,-31.62140837249186,17.22170729635388,366.5396068726674
MM,69.94109950978722,91.83446020559676,359.0996668768183,320.533693930444,29.176738943895533,-21.307571797418543,2.1297749747974386,812.9147207102466
MM,67.90061523964155,80.4618367128776,374.5253672795884,289.6083410955796,36.29792223887623,-28.93371098786253,13.97415453986389,1011.5700168236791
ML,81.8515275286768,277.4969929400683,1024.4576672995317,2503.276500924919,84.88530465308328,-26.717992087140438,13.941682055446442,1164.422924881997
MM,72.23392528055412,84.8512830182322,331.58144887335857,295.7185476050733,28.348325369676335,-28.91443885577937,21.16298741544672,1096.3908388558168
MM,75.28863194138606,82.92993219780533,281.2119300821667,301.20855467443937,23.121628929712905,-29.648662213531203,15.26944999466583,1127.1091154523185
MM,78.98102223344449,89.9923499138175,100.00959946579094,322.39872555044553,30.200646723449253,-28.909924022405495,18.503079121533712,97.08199542156791
MM,78.27739097270927,117.03570420887371,162.12187359362457,298.99525945937563,22.995616775932746,-17.778788026496517,4.224856648880142,316.65944555415405
MM,81.45174038953824,83.54349367795112,167.9440402856136,320.8093141899788,18.010542655172834,-27.41360966643303,20.65434252968451,1230.7439806727216
MM,81.77878431688632,119.8018950920124,122.7253878275234,328.90342161036386,19.381216933912402,-14.80272844105175,1.2752852843859745,785.6643911930837
MM,45.36523655765797,118.74219293832493,1126.8029061276945,344.6602275930107,69.99343090192157,-36.222765681890124,18.96729095559732,1642.53306951709
MM,46.942699604670416,120.70928486553656,1082.22862855475,353.8051107372608,66.74287698520367,-27.230983575706663,6.096095206657026,1629.839327551987
MM,49.29124071605353,119.53065846107361,1105.7975986541944,400.84515265830987,63.82682309408085,-27.31745213818895,6.085366898885923,1254.7991026097884
MM,50.93983659117334,117.9950615927786,1070.8519553328924,401.9370813478472,61.7938118246616,-23.133414148532466,3.766192033597484,1848.580245181341
MM,53.53411966383314,116.91137608505069,1082.3010206331492,425.9003092341839,59.61264380651639,-29.534520062701933,15.73389208713649,2010.2572460714712
MM,54.825708140673896,121.06675269723681,1017.9889551355768,438.93044587086104,56.47419926819919,-26.460079068912865,14.845653032968805,1366.2537836975707
MM,57.7721570604311,117.8572399941261,1019.4648785516085,473.47902431515513,54.11670059860545,-28.856835428063484,17.985406228255943,2060.1016495288923
MM,59.63212518893766,118.8067299584695,896.1141293675188,460.32568069837794,47.23315947972004,-27.420834688120568,15.73964046933682,1330.6333742950621
MM,61.329270313535076,118.37642358858133,914.6898306979999,476.7456811227569,47.775106005478165,-28.585935511414938,17.990750379100604,1517.0906601618278
MM,65.25213044242105,118.93298998491912,808.7221933514727,520.3011338726864,40.861371106575305,-29.035886384849995,21.3667338714455,1291.417199205041
MM,63.32200491173529,118.05760173340046,894.9387835507125,516.435692703729,44.79520122688436,-28.537387010734996,17.866469303689858,1946.764833582395
MM,66.06927961929975,122.46219598137873,712.4736265961074,525.1876042884428,37.032767141807014,-30.263315621175856,21.010263907259706,809.3234963940422
MM,68.97160685440328,119.23610949486698,729.2402219277682,532.7716604981599,35.183428973951806,-27.059075269013828,13.897668453905123,1703.866886092791
MM,69.8405658956996,127.74131303185769,653.9173007608041,542.2005504624242,31.801995862298458,-14.360275050053241,0.5322446699509129,1034.0429041091331
MM,79.47694482973849,155.84957879957972,240.4946962744205,555.4697838721102,35.83729076430451,-28.737847304310414,21.61041911794045,125.48002043995137
MM,73.3763397900386,122.23352849502412,593.7361186739541,591.1772002540633,27.975728841973314,-28.622268451229807,21.7747047775759,1057.4446828590262
MM,75.12545975556625,124.28820541102166,446.05889615047295,595.3556807641363,21.183376899138302,-26.96953222422124,13.838529281208775,548.0056867962619
MM,79.3616304643079,118.62370492016024,401.4823371189243,590.9454072282648,19.273882433732414,-29.70376087969505,21.679682229013636,1846.404308440216
MM,81.603533840723,119.63655083503768,302.9093588011591,602.8709400408366,16.130086388357363,-29.261235520467018,19.944991131259414,1238.062695731815
MM,82.86541067121287,130.1359864145313,224.5382879687564,619.0507722848929,10.20741059190522,-15.90492405840556,5.485621060728912,711.1724752589304
MM,45.203251415613224,150.78771968383305,1790.000299872025,547.5620187886647,87.07551362188885,-25.99498162937285,0.6067060855441078,2959.668227312037
MM,49.24242836432469,152.04726987428418,1768.1024232312907,589.1060986975951,81.93172167509655,-23.683840728099135,11.047505814358402,2431.100557663327
MM,46.9859410157964,149.9280270914144,1746.5332989171404,557.7157117819681,84.2274763215736,-26.418267131982663,5.332228998136095,2115.739707627451
MM,50.21076418294549,159.03352216185286,1560.1805560076111,595.044054938579,72.39602694924118,-16.69219886850268,0.8624471420463813,1421.0878901058093
MM,55.540552697819074,159.47992817184482,1427.653186080972,661.7846608431149,62.93792550266324,-17.479123943214198,0.18218064240231158,1355.4333466160424
MM,53.76957387659609,155.14498762291996,1514.6706758936361,662.5942518662057,67.1588517992257,-29.05383604361856,17.639312797463386,1405.7508301763196
MM,56.8891060718496,152.03923056327747,1598.9087690912088,727.0183687178204,68.95184293644293,-27.711756316073973,15.29226274971839,2891.7117698260636
MM,58.254998627624154,154.65513937003658,1498.9278902616368,725.9260878422624,62.54132550749584,-30.64493372282643,19.789209410831063,2078.2079306825694
